carrier,bus,2013-01-01,2013-01-08,2013-01-15,2013-01-22,2013-01-29,2013-02-05,2013-02-12,2013-02-19,2013-02-26,2013-03-05,2013-03-12,2013-03-19,2013-03-26,2013-04-02,2013-04-09,2013-04-16,2013-04-23,2013-04-30,2013-05-07,2013-05-14,2013-05-21,2013-05-28,2013-06-04,2013-06-11,2013-06-18,2013-06-25,2013-07-02,2013-07-09,2013-07-16,2013-07-23,2013-07-30,2013-08-06,2013-08-13,2013-08-20,2013-08-27,2013-09-03,2013-09-10,2013-09-17,2013-09-24,2013-10-01,2013-10-08,2013-10-15,2013-10-22,2013-10-29,2013-11-05,2013-11-12,2013-11-19,2013-11-26,2013-12-03,2013-12-10,2013-12-17,2013-12-24,2013-12-31
Hydrogen Storage,DE1 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hydrogen Storage,DE1 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hydrogen Storage,DE1 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hydrogen Storage,DE1 5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hydrogen Storage,DK1 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hydrogen Storage,DK2 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hydrogen Storage,FR1 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hydrogen Storage,GB0 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hydrogen Storage,GB3 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hydrogen Storage,LU1 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hydrogen Storage,NL1 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hydrogen Storage,NO2 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hydrogen Storage,PL1 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hydrogen Storage,SE2 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pumped Hydro Storage,AT1 0,-5057.3,0.0,3792.975,0.0,-5057.3,1502.4327902281493,2290.5422097718506,0.0,4379.562959973314,-782.1172799644187,0.0,-5057.3,3792.975,0.0,0.0,-5057.3,216.98598996482156,0.0,294.3440423736414,-681.7733764512839,3892.560051284676,1914.2077158431503,-2685.0570228371016,-5057.3,0.0,0.0,0.0,0.0,0.0,474.07581591627513,-632.1010878883668,0.0,-5057.3,3920.041298125455,-169.4217308339396,0.0,0.0,0.0,2904.5244674315263,-3872.6992899087018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4810.703375447203,-1356.9711672629376,-5057.3,0.0
Pumped Hydro Storage,BE1 0,-39.24607186985604,0.0,29.43455390239203,0.0,-39.24607186985604,0.0,29.43455390239203,0.0,29.43455390239203,-39.24607186985604,29.43455390239203,-39.24607186985604,0.0,29.43455390239203,0.0,-39.24607186985604,0.0,29.43455390239203,-39.24607186985604,0.0,0.0,0.0,29.43455390239203,-39.24607186985604,0.0,0.0,0.0,0.0,0.0,29.43455390239203,-39.24607186985604,0.0,-39.24607186985604,29.43455390239203,-39.24607186985604,29.43455390239203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39.24607186985604,29.43455390239203,0.0,0.0,0.0,29.43455390239203,-39.24607186985604,0.0,0.0
Pumped Hydro Storage,CH1 0,-2397.3353297589874,1798.0014973192406,0.0,0.0,-2397.3353297589874,0.0,1798.0014973192406,0.0,1798.0014973192406,0.0,0.0,-2397.3353297589874,0.0,1798.0014973192406,0.0,-2397.3353297589874,0.0,0.0,0.0,0.0,1798.0014973192406,0.0,0.0,-2397.3353297589874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-341.16569216670496,0.0,255.87426912502872,0.0,0.0,1798.0014973192406,0.0,-2397.3353297589874,0.0
Pumped Hydro Storage,DE1 0,-97.71842326649154,0.0,73.28881744986865,0.0,-97.71842326649154,0.0,73.28881744986865,0.0,73.28881744986865,0.0,0.0,-97.71842326649154,0.0,73.28881744986865,0.0,-97.71842326649154,-97.71842326649154,73.28881744986865,0.0,0.0,73.28881744986865,-97.71842326649154,73.28881744986865,-97.71842326649154,0.0,0.0,0.0,0.0,0.0,73.28881744986865,-97.71842326649154,0.0,-97.71842326649154,73.28881744986865,-97.71842326649154,73.28881744986865,0.0,0.0,73.28881744986865,-97.71842326649154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.28881744986865,0.0,-97.71842326649154,0.0
Pumped Hydro Storage,DE1 1,-44.53060307667359,0.0,0.0,33.39795230750519,-44.53060307667359,0.0,33.39795230750519,0.0,33.39795230750519,-44.53060307667359,33.39795230750519,-44.53060307667359,0.0,33.39795230750519,0.0,-44.53060307667359,-44.53060307667359,33.39795230750519,0.0,0.0,0.0,0.0,33.39795230750519,-44.53060307667359,0.0,0.0,0.0,0.0,0.0,33.39795230750519,-44.53060307667359,0.0,-44.53060307667359,33.39795230750519,-44.53060307667359,33.39795230750519,0.0,0.0,0.0,0.0,0.0,33.39795230750519,-44.53060307667359,0.0,0.0,0.0,0.0,0.0,0.0,33.39795230750519,0.0,-44.53060307667359,0.0
Pumped Hydro Storage,DE1 2,-16.289525452111874,0.0,12.217144089083906,0.0,-16.289525452111874,0.0,12.217144089083906,0.0,12.217144089083906,0.0,0.0,-16.289525452111874,0.0,12.217144089083906,0.0,-16.289525452111874,0.0,12.217144089083906,-16.289525452111874,0.0,12.217144089083906,-16.289525452111874,12.217144089083906,-16.289525452111874,0.0,0.0,0.0,0.0,0.0,12.217144089083906,-16.289525452111874,0.0,-16.289525452111874,12.217144089083906,-16.289525452111874,12.217144089083906,12.217144089083906,0.0,0.0,-16.289525452111874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.217144089083906,0.0,-16.289525452111874,0.0
Pumped Hydro Storage,DE1 3,-90.09226546578498,0.0,67.56919909933873,0.0,-90.09226546578498,0.0,67.56919909933873,0.0,67.56919909933873,0.0,0.0,-90.09226546578498,0.0,67.56919909933873,0.0,-90.09226546578498,0.0,67.56919909933873,-90.09226546578498,0.0,0.0,0.0,67.56919909933873,-90.09226546578498,0.0,0.0,0.0,0.0,0.0,67.56919909933873,-90.09226546578498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.56919909933873,-90.09226546578498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.56919909933873,0.0,-90.09226546578498,0.0
Pumped Hydro Storage,DE1 4,-29.50558635616922,0.0,0.0,22.129189767126917,-29.50558635616922,0.0,22.129189767126917,0.0,0.0,0.0,0.0,0.0,0.0,22.129189767126917,0.0,-29.50558635616922,-29.50558635616922,22.129189767126917,0.0,0.0,18.38601856311979,-24.514691417493058,22.129189767126917,-29.50558635616922,0.0,0.0,0.0,0.0,0.0,22.129189767126917,-29.50558635616922,0.0,-29.50558635616922,22.129189767126917,-29.50558635616922,22.129189767126917,0.0,0.0,22.129189767126917,-29.50558635616922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.129189767126917,0.0,-29.50558635616922,0.0
Pumped Hydro Storage,DE1 5,-11.478273208872082,0.0,0.0,8.608704906654062,-11.478273208872082,0.0,8.608704906654062,0.0,8.608704906654062,-11.478273208872082,8.608704906654062,-11.478273208872082,0.0,8.608704906654062,0.0,-11.478273208872082,-11.478273208872082,8.608704906654062,0.0,0.0,8.608704906654062,-11.478273208872082,8.608704906654062,-11.478273208872082,0.0,0.0,0.0,0.0,0.0,8.608704906654062,-11.478273208872082,0.0,-11.478273208872082,8.608704906654062,-11.478273208872082,8.608704906654062,0.0,0.0,0.0,0.0,8.608704906654062,0.0,-11.478273208872082,0.0,0.0,0.0,0.0,0.0,0.0,8.608704906654062,-11.478273208872082,0.0,0.0
Pumped Hydro Storage,FR1 0,-567.3989054624774,425.54917909685804,0.0,0.0,-567.3989054624774,0.0,425.54917909685804,0.0,425.54917909685804,-567.3989054624774,425.54917909685804,-567.3989054624774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.485957067970013,0.0,405.06322202888805,-567.3989054624774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-567.3989054624774,0.0,425.54917909685804,0.0,0.0,425.54917909685804,0.0,-567.3989054624774,0.0
Pumped Hydro Storage,GB0 0,-48.112522432397945,36.08439182429846,0.0,0.0,-48.112522432397945,0.0,36.08439182429846,0.0,36.08439182429846,-48.112522432397945,36.08439182429846,-48.112522432397945,0.0,36.08439182429846,0.0,-48.112522432397945,0.0,0.0,-48.112522432397945,36.08439182429846,-48.112522432397945,0.0,36.08439182429846,0.0,0.0,-13.951837021290887,0.0,10.463877765968164,0.0,36.08439182429846,-48.112522432397945,0.0,0.0,36.08439182429846,-48.112522432397945,0.0,0.0,0.0,0.0,0.0,0.0,36.08439182429846,-48.112522432397945,0.0,0.0,-48.112522432397945,36.08439182429846,0.0,36.08439182429846,0.0,-48.112522432397945,0.0,0.0
Pumped Hydro Storage,LU1 0,-106.60360327521316,79.95270245640987,0.0,0.0,-106.60360327521316,0.0,79.95270245640987,0.0,79.95270245640987,-106.60360327521316,79.95270245640987,-106.60360327521316,0.0,0.0,79.95270245640987,-106.60360327521316,-106.60360327521316,79.95270245640987,0.0,0.0,0.0,0.0,79.95270245640987,-106.60360327521316,0.0,0.0,0.0,0.0,0.0,79.95270245640987,-106.60360327521316,0.0,-106.60360327521316,79.95270245640987,-106.60360327521316,79.95270245640987,79.95270245640987,0.0,0.0,-106.60360327521316,0.0,79.95270245640987,-106.60360327521316,0.0,79.95270245640987,0.0,0.0,-106.60360327521316,0.0,79.95270245640987,0.0,-106.60360327521316,0.0
Pumped Hydro Storage,NO2 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pumped Hydro Storage,PL1 0,-114.39118565778462,0.0,0.0,85.79338924333847,-114.39118565778462,0.0,85.79338924333847,0.0,0.0,0.0,0.0,0.0,0.0,85.79338924333847,0.0,-114.39118565778462,-114.39118565778462,85.79338924333847,0.0,0.0,0.0,0.0,85.79338924333847,-114.39118565778462,0.0,0.0,0.0,0.0,0.0,85.79338924333847,-114.39118565778462,0.0,-114.39118565778462,85.79338924333847,-114.39118565778462,85.79338924333847,85.79338924333847,0.0,0.0,-114.39118565778462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.79338924333847,0.0,-114.39118565778462,0.0
Pumped Hydro Storage,SE2 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reservoir & Dam,AT1 0,0.0,928.2490444508414,3600.62,0.0,0.0,689.6238138282574,0.0,3112.94874949531,3600.62,0.0,416.2044947106846,0.0,3600.62,1975.6702167043281,0.0,0.0,3600.62,2768.549703877032,3600.62,3487.7952190078663,3600.62,3600.62,3600.62,3600.62,1852.0341275533851,3600.62,3318.036118659793,2343.4345124669785,20.03449411973361,3600.62,0.0,2554.755429733525,0.0,3600.62,0.0,1532.2093555176205,2878.37610210313,0.0,3417.071530335628,0.0,3600.62,2316.3011539483637,0.0,0.0,0.0,2516.136315854882,0.0,3351.325996079284,1607.4379833521766,2774.4738254078557,0.0,0.0,1146.9292627185664
Reservoir & Dam,BE1 0,5.235808025557893,12.7828025478,12.7828025478,12.7828025478,2.8829982570978077,12.7828025478,12.7828025478,12.7828025478,12.7828025478,11.571026744815832,12.7828025478,0.0,12.7828025478,12.7828025478,5.456379754862466,0.0,0.0,12.7828025478,0.0,10.352700434015834,5.484829909478098,0.0,12.7828025478,0.0,0.0,0.0,12.7828025478,1.2996771585337838,0.0,10.104271031767672,0.0,0.0,0.0,0.0,0.0,7.146401977808667,0.0,0.0,6.502517661374103,0.0,7.110174709846233,0.0,0.0,0.0,0.0,12.7828025478,4.599069808967178,0.0,7.424523672499632,12.7828025478,0.0,0.0,6.783192782279021
Reservoir & Dam,CH1 0,0.0,1477.3163605832756,3745.3963918556124,0.0,0.0,0.0,4197.338741526434,0.0,3402.779050424281,0.0,0.0,0.0,0.0,5092.396647655192,0.0,0.0,2953.79808321731,9724.41,1988.5419273565758,6879.971549714425,9724.41,4889.642836625882,9024.786278306907,0.0,684.0655444806725,0.0,8945.16978283909,8523.940637272824,0.0,6814.574827394546,0.0,2342.371027937316,0.0,490.6786824900523,0.0,5742.398222052389,9370.46183419205,0.0,26.503641010813038,0.0,9724.41,903.871153995307,0.0,0.0,0.0,1411.0616888400527,7816.37924584347,0.0,0.0,5919.875101564429,0.0,0.0,1397.1018358445035
Reservoir & Dam,DE1 2,50.40519156328772,169.5,169.5,169.5,146.2121845745452,169.5,169.5,169.5,169.5,169.5,169.5,131.601605031357,169.5,169.5,169.5,125.68826262422469,169.5,169.5,169.5,169.5,169.5,169.5,169.5,169.5,169.5,169.5,169.5,169.5,169.5,169.5,0.0,82.10250675514091,0.0,94.16798202595773,0.0,169.5,169.5,0.0,107.56160111950526,0.0,169.5,117.79672194002269,0.0,0.0,0.0,169.5,169.5,58.644340310718505,169.5,169.5,85.41409053406359,0.0,121.94019097934758
Reservoir & Dam,DE1 3,35.685091371257705,120.0,120.0,120.0,103.51305102667231,120.0,120.0,120.0,120.0,120.0,120.0,93.16927789847651,120.0,120.0,120.0,88.98284079616253,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,58.125668499110496,120.0,0.0,120.0,0.0,66.6675978941131,0.0,120.0,120.0,0.0,76.14980610238189,0.0,120.0,83.3959093381725,0.0,0.0,0.0,120.0,120.0,41.518117034497294,120.0,120.0,60.47015259053489,0.0,86.32933874651708
Reservoir & Dam,FR1 0,0.0,8329.49299363,4295.0544152278135,0.0,0.0,7306.799647947439,8329.49299363,0.0,8329.49299363,0.0,7594.756839982637,0.0,8329.49299363,5642.101729817041,7156.800619031304,0.0,8329.49299363,8329.49299363,8329.49299363,8329.49299363,8329.49299363,8329.49299363,8329.49299363,8064.311982890265,2970.66089636209,8329.49299363,8329.49299363,0.0,878.0327390232014,8329.49299363,2947.176645932237,0.0,0.0,0.0,6139.707235719394,0.0,0.0,6276.051260303078,0.0,0.0,0.0,4357.729720229719,0.0,4345.018032795813,0.0,5387.705966385772,7511.330976291195,0.0,1498.7073227810217,8329.49299363,0.0,0.0,4124.810547969844
Reservoir & Dam,GB0 0,0.0,121.57338684139006,0.0,0.0,0.0,0.0,0.0,86.27694358902453,64.82819382497352,0.0,0.0,0.0,45.88212068306093,0.0,0.0,0.0,0.0,0.0,0.0,38.63745301252029,0.0,0.0,35.26152029945489,0.0,0.0,0.0,0.0,25.620514036829253,0.0,20.945698326578672,0.0,0.0,0.0,17.662712124638105,0.0,0.0,0.0,20.46468856809203,0.0,0.0,0.0,29.944299661285815,0.0,0.0,0.0,0.0,57.94606816028939,0.0,68.76665549344862,0.0,0.0,0.0,28.011593401389987
Reservoir & Dam,NO2 0,0.0,7166.53544016186,13418.251113538498,12735.650709883,0.0,18954.345923162582,5986.735598828596,0.0,0.0,10919.406769507288,0.0,9300.627140720893,9475.711707677452,8312.053086988999,0.0,0.0,12154.446071403801,7125.8026548630005,5716.526478841,5289.621912254187,18316.604057492998,17522.848322462,17626.461392733,17620.074014584,17338.026997109002,17437.489842541,17308.853465291,17016.841799804002,16891.197249859,16683.843674065,16828.058633412,17211.437290733,14667.856969125069,17625.392183229,16988.8591955571,17289.4816625771,10147.61984553973,8648.721757234658,19920.937081073,18058.4590742298,18884.2650411534,14581.873457484504,16902.613173546,10672.36980734995,15196.240546884252,12093.644538660361,17056.520014875143,12322.007704425485,12343.777309063304,21508.335381562552,9324.548714810999,11315.120585108698,13105.907638446117
Reservoir & Dam,PL1 0,0.0,1.0852886143906009,140.101910828,140.101910828,0.0,140.101910828,140.101910828,138.29411365539556,140.101910828,140.101910828,140.101910828,87.07609441527258,140.101910828,140.101910828,140.101910828,140.101910828,140.101910828,140.101910828,140.101910828,140.101910828,140.101910828,140.101910828,140.101910828,140.101910828,140.101910828,140.101910828,140.101910828,140.101910828,140.101910828,140.101910828,7.921829694521073,140.101910828,0.0,140.101910828,15.891554354006997,140.101910828,140.101910828,10.767524081337575,140.101910828,0.0,140.101910828,0.0,82.62238038879873,0.0,0.0,111.41094405172946,140.101910828,0.0,0.0,140.101910828,118.49083750457397,0.0,69.9158962435376
Reservoir & Dam,SE2 0,0.0,2783.0324477534277,10784.1866249,10386.5714000538,7539.235822730803,0.0,2225.913779246241,9224.922253469402,0.0,0.0,6174.695333303227,8946.6587727537,0.0,6309.574724518402,6258.778879278799,0.0,0.0,6751.954687271864,5560.471747574351,2887.589594735572,9645.790389026102,9023.312965591973,10353.0718672945,6337.175873560001,8568.840833910092,6049.348727928977,7702.087008100039,5180.0095902975,4692.63112232928,7902.05623065074,4606.947918651119,7586.0996313246,8183.450990191303,5614.439203168546,907.6643083186607,6741.842090643906,10784.1866249,10342.868842602342,2936.620768148652,950.5580383972002,5281.231338366343,10784.1866249,0.0,10784.1866249,0.0,6636.841727747464,10784.1866249,5469.892111758089,10784.1866249,1528.5190980627606,8508.38298448399,0.0,5068.700031031164
AC,AT1 0,8978.613520819998,876.1453967891581,-4652.00590785,2307.10060855,9153.420451080003,-1987.4649114664014,-1543.4201256218512,-2825.93102891531,-7246.995908049679,1684.6679996844186,746.147877849315,5888.952118800003,-5175.8750042699985,594.684260675672,-1653.6400857500003,1701.3048325900022,-10130.587075094822,-7437.324647747032,-8000.0563887036415,-9331.16166485658,-10317.867923314676,-7351.661243363207,-6494.757782842898,-5563.73699487,-7720.379287813392,-8712.602254869997,-9249.459865259792,-8726.293802686978,-6808.750351099731,-9086.917223736275,-5331.8890051916205,-6400.038866813526,1545.667484470001,-9339.031902475434,-1855.2654979060624,-4378.191236447621,-2325.38943179313,-1646.888181699999,-6047.676242077155,3601.140017318702,-2173.1779966599993,-3143.397334538364,-112.6777384099995,1881.4000956099994,2460.3444310700006,-1969.163668504881,2090.65716312,-2094.9681407092758,2223.8701190178244,-4271.177823285065,4760.924833472936,7552.59443445,1843.4500646514357
AC,BE1 0,1816.6777551738967,-373.94579301389956,-622.082722932792,-2005.368735042899,-164.34151480485525,989.8207294731999,2130.876279407066,2213.0772809979017,4078.504680931407,2469.6686769855405,1168.2108913249076,3311.433707306208,3289.206422699402,2243.651683999508,1666.5883154663507,2737.999414043516,2767.4754584940006,2435.484143813308,3654.955695858966,2431.6984066522455,2119.2210906451237,6394.8816779377985,2380.65658772881,5714.101542840457,5315.8450388247,7576.793732149798,2651.363362304801,3914.791027477519,2330.400708343999,1287.0316621561806,2320.5824733733516,2825.846603188201,2130.299107540356,3386.6816371495074,3505.7072452135544,3386.540326254399,2197.5719686216657,2634.8229886062672,2362.586964627955,2250.7277113463597,2187.6518864515942,1849.29235103551,-131.24736518556983,2949.4704782629924,746.3785172772697,4148.187579658107,2839.4528464665336,4244.633113515098,1414.3178575028987,1273.459201233808,2678.3033137529574,2931.2476956291002,908.2139768506213
AC,CH1 0,1642.7864751798272,-3661.263423742516,-3100.988196425828,23.51511965627037,1767.9116011784868,-1593.1371816843878,-7566.183063388591,-2389.865874980801,-8263.0324908411,-3349.88318863907,-3298.4392214938403,-1617.0037136477667,-2441.2410508528283,-9924.902200352231,-7728.448528590297,-4283.592426228921,-8887.60909206796,-17141.261976244583,-9100.811484941896,-14835.080099452665,-16286.961010879751,-8726.104240430552,-19845.993222910303,-9022.247284071012,-8697.604817431253,-7716.4803294168705,-17446.4655232664,-19847.993142515414,-12314.520183780001,-17356.38150009987,-12953.47463620815,-11753.515272227316,-10328.079574860452,-10091.954443628007,-9152.453430200998,-15649.866674596806,-13619.533902547148,-8621.188973406379,-5887.067378762812,-3468.0917319195883,-12127.643908695658,-7140.1256499470655,-5441.19257277024,-3762.6277063121806,-3348.9471379380952,-2574.620547908623,-7614.97618400467,-1274.0779433569296,-2546.6421837658204,-9666.913439731406,-1484.8295310993503,1505.4145820591862,-5382.272343913566
AC,CZ1 0,5754.42891657,5928.279937563,6731.933501497,6790.523733993001,5875.528609057999,5235.5172257489985,5916.408812472999,6803.660192949992,4796.54795996,4622.89463923,4147.04784485,4010.41485269,4687.501906670001,5012.5945869590005,2503.21110097,854.7302852399976,270.07107709,2348.8341378890004,1649.1349295599994,-946.7583041799999,2735.02783307,3754.9316063900005,1489.602348459999,-1025.7255538100003,-459.25252375999526,1248.4990959299982,-1477.9564853200013,-1059.8454540100001,-2538.1185448799993,-1706.7654709000008,-1614.4885340899864,-797.8441153899955,-317.8624519000005,1546.960209060052,1490.7339867499995,531.3347812999965,3403.304915199999,4551.865947530001,2306.319272309984,1050.1221505099988,3960.596241080005,4110.1950933200005,3352.1517350799995,4883.486089669998,5682.776227999999,5527.11859617,6700.165392430001,6270.53181384,6705.227348749998,5385.703258673,6125.2067207,4103.18149028,5376.557607422999
AC,DE1 0,3196.464261851388,2903.7537687437016,3137.3294961557385,3247.503708877298,2900.2283817019916,2570.406258338,3209.154301933132,3782.1471941398186,5044.1431081911305,4689.701551530001,4686.160925379994,3851.0450864683885,3851.4739920204984,4613.750755760035,3974.692416022,4175.092186712492,4824.789232252492,4082.802783470132,4651.6210730879975,4184.3531239656,4603.131190866425,3811.393852636593,3807.1843067761347,4418.547241234492,4118.0649145239995,4382.753773093957,4526.509172919999,4306.9594713937,4328.450902853995,4075.6507335557326,4561.397992172302,4842.254009006521,3995.608026490292,3922.336599302309,4120.065859941595,4094.4135777935467,4476.3819210680995,4429.3994659781,4023.3918321773403,4096.943211472493,5039.493008613794,4938.167215134895,3551.509156887004,3558.6432395602005,4200.495999246102,3329.6188332314005,3043.933836211107,2960.7876900339065,4159.455716051699,5204.544816553727,3732.5962921164,2721.7086190141918,3390.0743367563996
